# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "--countReadPairs" "-a" "/home/dagsdags/pipelines/rnaseq/practice/data/refs/22.gtf" "-o" "/home/dagsdags/pipelines/rnaseq/practice/output/counts.txt" "/home/dagsdags/pipelines/rnaseq/practice/data/bam/HBR_1.bam" "/home/dagsdags/pipelines/rnaseq/practice/data/bam/HBR_2.bam" "/home/dagsdags/pipelines/rnaseq/practice/data/bam/HBR_3.bam" "/home/dagsdags/pipelines/rnaseq/practice/data/bam/UHR_1.bam" "/home/dagsdags/pipelines/rnaseq/practice/data/bam/UHR_2.bam" "/home/dagsdags/pipelines/rnaseq/practice/data/bam/UHR_3.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/dagsdags/pipelines/rnaseq/practice/data/bam/HBR_1.bam	/home/dagsdags/pipelines/rnaseq/practice/data/bam/HBR_2.bam	/home/dagsdags/pipelines/rnaseq/practice/data/bam/HBR_3.bam	/home/dagsdags/pipelines/rnaseq/practice/data/bam/UHR_1.bam	/home/dagsdags/pipelines/rnaseq/practice/data/bam/UHR_2.bam	/home/dagsdags/pipelines/rnaseq/practice/data/bam/UHR_3.bam
ENSG00000250318.1	chr22;chr22	30653877;30654298	30653971;30654814	-;-	612	1	2	0	3	0	1
ENSG00000184792.15	chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22	30693782;30694076;30694206;30694208;30694806;30694889;30741161;30741161;30741161;30741161;30741161;30764253;30764253;30764253;30764336;30770583;30770583;30770583;30770660;30773123;30803086;30822516;30842653;30844483;30870429;30870429;30870429;30870429;30870429;30870429;30870429;30870429;30870429;30870429;30870429;30872309;30881681;30881681;30881681;30881681;30887426;30887426;30887426;30887426;30887426;30887426;30887426;30887426;30887426;30887426;30887426;30887426;30887426;30887426;30888223;30888223;30888223;30888223;30888223;30888223;30888223;30888223;30888223;30888223;30888223;30888223;30888227;30889177;30889177;30889177;30889177;30889177;30889177;30889177;30889180;30889180;30889180;30889180;30889180;30889180;30889490;30889490;30889490;30889490;30889490;30889490;30889490;30889490;30889490;30889490;30889490;30889490;30889520;30890728;30890728;30890728;30890728;30890728;30890728;30890728;30890728;30890728;30890728;30890728;30890949;30893122;30893122;30893122;30893122;30893122;30893122;30893122;30893122;30893122;30893122;30893122;30893463;30893463;30893463;30893463;30893463;30893463;30893463;30893463;30893463;30893463;30893463;30893463;30893638;30893638;30893638;30893638;30893638;30893638;30893638;30893638;30893638;30893638;30893638;30893638;30893817;30893817;30893817;30893817;30893817;30893817;30893817;30893817;30893817;30905837;30905837;30905837;30905837;30905837;30905837;30905837;30905837;30905837;30905837;30906194;30906197;30906197;30906197;30906197;30906197;30906197;30906197;30906197;30906197	30694072;30694344;30694344;30694344;30695553;30695553;30741369;30741369;30741369;30741369;30741369;30764392;30764392;30764392;30764392;30770681;30770681;30770681;30770681;30773245;30803177;30822709;30842710;30844687;30870682;30870682;30870682;30870682;30870682;30870613;30870682;30870682;30870682;30870682;30870682;30872523;30881802;30881802;30881802;30881802;30887618;30887618;30887618;30887491;30887618;30887618;30887618;30887618;30887618;30887618;30887618;30887622;30887618;30887618;30888340;30888340;30888340;30888340;30888340;30888340;30888340;30888340;30888340;30888340;30888340;30888340;30888340;30889234;30889234;30889234;30889234;30889234;30889234;30889234;30889234;30889234;30889234;30889234;30889234;30889234;30889636;30889636;30889636;30889636;30889635;30889636;30889636;30889636;30889636;30889636;30889636;30889636;30889617;30890973;30890973;30890973;30890973;30890973;30890973;30890973;30890973;30890973;30890973;30890973;30890973;30893242;30893242;30893242;30893242;30893135;30893242;30893242;30893242;30893242;30893242;30893242;30893566;30893566;30893566;30893566;30893566;30893566;30893566;30893566;30893566;30893566;30893566;30893566;30893733;30893733;30893733;30894261;30894463;30893733;30893733;30893733;30893733;30893733;30893733;30893733;30894001;30894001;30894001;30894001;30894001;30894001;30894001;30894001;30894001;30906069;30906069;30906069;30906069;30906069;30906069;30906069;30906069;30906069;30906069;30907824;30906772;30907623;30907824;30907643;30906554;30907632;30907824;30907824;30906406	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6700	119	137	98	113	57	84
ENSG00000264661.2	chr22	30731540	30731649	+	110	2	0	0	0	0	0
ENSG00000237977.1	chr22	30902219	30902781	+	563	1	4	9	3	6	6
ENSG00000235989.3	chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22	30922308;30922345;30922410;30922449;30923246;30924703;30924729;30924729;30929877;30932211	30922515;30922515;30922515;30922515;30923422;30925192;30926550;30926654;30929995;30932449	+;+;+;+;+;+;+;+;+;+	2695	1	2	3	5	2	3
ENSG00000133422.12	chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22	30925130;30926611;30926611;30926611;30928019;30928019;30928028;30928028;30932359;30932359;30932359;30932545;30932545;30932545;30932889;30932889;30932889;30933466;30933466;30934060;30934060;30934781;30934781;30935248;30935248;30936511;30936511;30936578;30936932;30936932;30936932;30937583;30937583;30937815;30937815;30938065;30938065;30939621;30939621;30939959;30939959;30940758;30940758;30940758;30941433;30941433;30941433;30941891;30941891;30941891;30941900;30942112;30942112;30942112;30942112;30946341;30946341;30946341;30949752;30949752;30949752;30950377;30950377;30950377;30956763;30956763;30956763;30958641;30958641;30958641;30963225;30967066;30967822	30926871;30926871;30926871;30926871;30928207;30928207;30928228;30928207;30932452;30932452;30932452;30932769;30932769;30932769;30933030;30932894;30933030;30933520;30933520;30934191;30934191;30935161;30935161;30935322;30935322;30936643;30936643;30936643;30937037;30937037;30937002;30937711;30937711;30937969;30937969;30938205;30938205;30939706;30939706;30940041;30940041;30940837;30940837;30940837;30941558;30941558;30941558;30942002;30942002;30942002;30942002;30942271;30942271;30942251;30942271;30946449;30946449;30946449;30949842;30949842;30949842;30950445;30950445;30950445;30956797;30956797;30956797;30958884;30958694;30958694;30963334;30968201;30968298	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6258	75	82	50	146	100	151
ENSG00000253352.8	chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22	30970677;30971048;30971066;30971367;30971439;30971480;30972048;30972048;30972263;30972855;30972855;30972855;30972855;30972901;30972924;30972924;30973412;30975170;30975170;30975170;30975170;30975170;30975213	30971779;30971779;30971779;30971779;30971779;30971610;30972172;30972172;30973601;30973601;30973587;30973356;30973109;30973587;30973428;30973601;30973587;30979395;30976063;30976063;30976081;30976063;30975479	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6793	188	227	207	545	349	397
ENSG00000276664.1	chr22	30971005	30971149	+	145	0	0	0	0	0	0
ENSG00000276057.1	chr22	30971296	30971382	+	87	0	0	0	0	0	0
ENSG00000276965.1	chr22	30972857	30973093	+	237	0	0	0	0	0	0
ENSG00000275307.1	chr22	30973417	30973597	+	181	0	0	0	0	0	0
ENSG00000269987.1	chr22;chr22	30976515;30978721	30976932;30978848	-;-	546	0	0	0	0	0	0
ENSG00000269972.1	chr22;chr22	30977516;30977817	30977737;30977858	-;-	264	0	0	0	0	0	0
ENSG00000278920.1	chr22	31051630	31068327	+	16698	0	0	0	2	5	2
ENSG00000240186.3	chr22	31059989	31060285	+	297	0	0	0	0	0	0
ENSG00000183963.18	chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22	31064105;31064118;31080450;31080450;31080676;31081318;31081318;31081318;31081318;31081319;31081319;31081319;31081319;31081320;31082485;31082860;31082910;31082910;31082916;31083179;31083179;31083179;31083179;31083179;31083179;31083179;31083179;31083179;31083179;31083179;31083179;31083179;31084996;31085094;31087083;31087878;31087933;31087965;31087965;31087965;31087965;31087965;31087965;31087965;31087965;31087965;31087965;31087965;31087965;31087965;31087965;31088102;31088454;31088454;31088454;31088513;31088513;31088513;31088513;31088513;31088513;31088513;31088513;31088513;31088513;31088513;31088699;31088699;31088699;31088699;31088699;31088699;31088699;31088699;31088699;31088699;31088699;31088872;31088872;31088872;31088872;31088872;31088872;31088872;31088872;31088872;31088872;31089656;31089699;31089699;31089699;31089699;31089699;31089699;31089699;31089699;31089699;31090108;31090108;31090108;31090108;31090108;31090108;31090108;31090108;31090808;31090808;31090808;31090808;31090808;31090808;31090808;31090808;31090961;31090961;31090961;31090961;31090961;31090961;31090961;31090961;31091675;31091675;31091675;31091675;31091675;31091675;31091675;31092468;31093358;31093368;31093784;31093784;31095303;31095303;31095303;31095303;31095303;31095303;31095303;31095303;31095303;31095303;31095534;31095534;31095534;31095534;31095534;31095534;31095534;31095534;31095534;31095560;31095852;31096733;31096733;31096733;31096733;31096733;31096733;31096733;31096998;31096998;31096998;31096998;31096998;31096998;31096998;31096998;31096998;31097269;31097269;31097269;31097269;31097269;31097269;31097269;31097269;31097269;31098667;31098667;31098667;31098667;31098667;31098667;31098667;31098667;31098667;31098667;31098667;31099062;31099062;31099062;31099062;31099062;31099062;31099062;31099062;31099062;31099062;31099065;31099662;31099745;31099745;31099745;31099745;31099745;31099745;31099745;31099745;31099745;31100885;31100885;31100885;31100885;31100885;31100885;31100885;31100885;31101876;31102273;31104316;31104316;31104316;31104316;31104316;31104316;31104316;31104316;31104316;31104316	31064187;31064187;31080569;31080754;31080754;31081456;31081456;31081456;31081456;31081456;31081456;31081456;31081456;31081456;31082567;31083002;31083002;31083002;31083002;31083309;31083309;31083309;31083309;31083309;31083309;31083309;31083309;31083309;31083309;31083309;31083309;31083309;31085291;31085291;31087200;31088113;31088113;31088113;31088113;31088113;31088113;31088113;31088113;31088113;31088113;31088113;31088253;31088113;31088113;31088025;31088024;31088113;31088591;31088606;31088606;31088606;31088606;31088606;31088606;31088606;31088606;31088606;31088606;31088574;31088605;31088606;31088777;31088777;31088777;31088777;31088777;31088777;31088777;31088724;31088777;31088777;31088777;31088969;31088969;31088969;31088969;31088969;31088969;31088969;31088969;31088880;31088969;31090019;31090019;31090019;31090019;31090019;31090019;31089785;31089725;31090019;31090019;31090180;31090180;31090180;31090180;31090180;31090180;31090180;31090180;31090879;31090879;31090879;31090879;31090879;31090879;31090879;31090879;31091482;31091482;31091482;31091482;31091482;31091027;31091482;31091482;31091847;31091847;31091847;31091847;31091847;31091847;31091847;31092530;31093876;31093678;31093876;31093876;31095455;31095455;31095455;31095455;31095455;31095455;31095455;31096897;31095455;31095455;31095609;31095609;31095609;31095609;31095609;31095609;31095609;31095609;31095609;31095609;31096897;31096897;31096897;31096897;31096897;31096897;31096897;31096897;31097060;31097060;31097338;31097060;31097060;31097060;31097060;31097338;31097060;31097338;31097338;31097338;31097338;31097338;31097338;31097338;31097338;31097338;31098840;31098840;31098840;31098840;31098840;31098840;31098840;31098840;31098840;31098840;31098840;31099179;31099179;31099179;31099179;31099179;31099179;31099896;31099173;31099179;31099179;31099179;31099896;31099896;31099896;31099896;31099896;31099896;31099896;31099896;31099896;31099896;31101049;31101049;31100953;31101049;31101049;31101049;31101783;31101049;31101998;31104757;31104623;31104624;31104623;31104623;31104623;31104623;31104623;31104624;31104623;31104624	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	10242	42	51	47	142	91	141
ENSG00000273387.1	chr22	31082156	31083565	-	1410	1	2	2	11	6	4
ENSG00000198832.10	chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22	31104772;31104777;31104777;31104779;31104926;31105001;31105013;31105025;31105114;31105208;31105208;31105208;31105208;31105208;31105208;31105208;31105208;31105439;31105658;31105658;31105658;31105658;31105658;31105658;31105658;31105658;31105930;31105930;31105930;31105930;31105930;31105930;31105930;31105930;31105954;31107377;31107377;31107377;31107377;31107377;31107377;31107377;31107377;31107684;31119883	31105128;31105128;31105128;31105128;31105128;31105128;31105128;31105128;31105286;31105286;31105286;31105286;31105764;31105286;31105286;31105286;31105286;31105965;31105692;31105692;31105692;31105692;31105692;31105692;31105692;31105692;31106115;31106046;31105965;31105965;31107533;31105965;31105950;31106163;31105965;31107568;31107528;31107553;31107541;31107466;31107556;31107533;31107568;31107886;31120069	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3187	83	86	77	25	18	18
ENSG00000235573.2	chr22	31113017	31113396	+	380	0	0	0	0	0	0
ENSG00000185133.13	chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22	31122731;31122923;31122923;31122923;31122966;31122966;31122975;31122984;31122994;31122994;31122994;31123896;31124142;31124142;31124142;31124142;31124845;31124845;31124845;31124845;31124845;31124845;31124845;31125833;31125833;31126294;31126294;31126376;31126376;31126376;31126376;31126376;31126376;31126613;31126613;31126613;31126613;31126613;31126613;31126613;31126613;31126921;31126921;31126921;31126921;31126921;31126921;31126921;31127357;31127357;31127357;31127357;31127357;31127357;31127760;31127789;31127802;31127951;31127951;31127951;31127951;31127951;31127951;31127951;31128214;31128214;31128214;31128214;31128214;31128214;31128214;31128214;31128214;31128471;31128471;31128471;31128471;31128471;31128471;31128471;31128471;31128471;31128471;31133098;31133098;31133098;31133098;31133098;31133098;31133098;31133098;31133098;31133098;31133406;31133406;31133406;31133406;31133406;31133406;31133406;31133406;31133610;31133610;31133610;31133610;31133610;31133610;31133610;31133610;31133610;31133610;31133913;31133913;31133913;31133913;31133913;31133913;31133913;31133913;31133913	31122790;31123119;31123119;31123119;31123119;31123119;31123119;31123119;31123119;31123119;31123119;31124005;31124263;31124263;31124263;31124263;31126010;31125373;31126010;31124906;31124906;31124906;31124881;31126010;31126010;31126489;31126489;31126489;31126489;31126489;31126489;31126489;31126489;31127532;31126721;31126721;31126721;31126721;31126721;31126721;31126721;31127037;31127037;31127037;31127037;31127037;31127037;31127037;31127532;31127532;31127532;31127532;31127532;31127532;31128062;31128062;31128323;31128062;31128062;31128062;31128062;31128062;31128062;31128062;31128323;31128323;31128323;31128323;31128323;31128323;31128323;31128323;31128323;31128654;31128654;31128654;31128654;31128654;31128654;31128654;31128654;31128654;31128654;31133235;31133235;31133235;31133235;31133235;31133235;31133235;31133235;31133235;31133235;31133483;31133483;31133483;31133483;31133483;31133483;31133483;31133483;31133714;31133714;31133714;31133714;31133714;31133714;31133714;31133714;31134696;31133714;31134636;31134696;31134696;31134696;31134696;31134696;31134636;31134636;31134696	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4822	59	77	58	7	8	14
ENSG00000100078.3	chr22;chr22;chr22;chr22;chr22;chr22;chr22	31134809;31136683;31136908;31137710;31138276;31138667;31139841	31135936;31136799;31137040;31137993;31138410;31138799;31140607	-;-;-;-;-;-;-	2697	1	5	2	13	12	8
ENSG00000214125.2	chr22	31155966	31156647	-	682	0	0	0	0	0	0
ENSG00000264141.1	chr22	31160062	31160119	-	58	0	0	0	0	0	0
ENSG00000138942.15	chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22	31160183;31160193;31160208;31160211;31160211;31160243;31160243;31182969;31187047;31187047;31187047;31187047;31187047;31192684;31192684;31192684;31192684;31192684;31192684;31192684;31195469;31195469;31195469;31195469;31196936;31196936;31196936;31196936;31196936;31196936;31201498;31201498;31201498;31201498;31201498;31201498;31204489;31204489;31204489;31204489;31204489;31204489;31205377	31160303;31160303;31160303;31160303;31160303;31160303;31160303;31183066;31187270;31187270;31187270;31187270;31187270;31192702;31192702;31192702;31192702;31192702;31192702;31192702;31195581;31195581;31195581;31195581;31197158;31197045;31197157;31196990;31197157;31196990;31201615;31201615;31201615;31201615;31201615;31201615;31207012;31204571;31207019;31207013;31204966;31207013;31207013	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3447	57	105	74	106	82	90
ENSG00000254835.1	chr22	31205264	31205616	-	353	0	0	0	0	0	0
ENSG00000182541.17	chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22	31212239;31212274;31212295;31225720;31225720;31248358;31248402;31248487;31258291;31258291;31258291;31258291;31258291;31258291;31258959;31259121;31259121;31259121;31259121;31259889;31259889;31259889;31259889;31259889;31262134;31262134;31262134;31262134;31262134;31262595;31262595;31262595;31262595;31262595;31265946;31265946;31265946;31265946;31265946;31266984;31266984;31266984;31266984;31267776;31267776;31267776;31267776;31268144;31268144;31268144;31268144;31271136;31271136;31271136;31271136;31272471;31272530;31272530;31272530;31272530;31272674;31272845;31273452;31273452;31273452;31273452;31273452;31273452;31275151;31275151;31275151;31275151;31275151;31275151;31276789;31276789;31278297;31278297;31278297	31212424;31212424;31212424;31225819;31225819;31248769;31248769;31248769;31259046;31258426;31258426;31258484;31258426;31258426;31259230;31259230;31259230;31259230;31259230;31260077;31260077;31260077;31260077;31260077;31262239;31262239;31262239;31262239;31262239;31262791;31262791;31262791;31262791;31262791;31266132;31266132;31266132;31266132;31266132;31267070;31267070;31267070;31267070;31267907;31267907;31267907;31267907;31268200;31268200;31268200;31268200;31271201;31271201;31271201;31271201;31272704;31272704;31272704;31272704;31272704;31272704;31272916;31273507;31273507;31273507;31273507;31273507;31273507;31275308;31275665;31275308;31275308;31275308;31275308;31277638;31277638;31279734;31278586;31280080	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6170	96	119	103	113	70	95
ENSG00000199695.1	chr22	31222745	31222853	-	109	0	0	0	0	1	0
ENSG00000202019.1	chr22	31230071	31230172	-	102	0	0	0	0	1	1
ENSG00000100100.12	chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22	31281593;31281594;31281613;31281679;31289038;31289315;31289315;31289315;31289499;31289499;31289499;31289499;31289499;31289641;31289933;31290965;31290965;31290965;31290965;31291180;31291180;31291180;31291180;31292275;31292275;31292275;31292275	31283288;31283288;31283288;31283288;31289393;31289393;31289393;31289393;31289699;31289699;31289699;31290754;31289699;31289767;31290726;31291084;31291084;31291084;31291084;31291296;31291296;31291296;31291296;31292534;31292479;31292488;31292528	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3805	112	165	128	52	32	34
ENSG00000228839.5	chr22;chr22;chr22;chr22	31292499;31335349;31337668;31337668	31292698;31335416;31338021;31338021	+;+;+;+	622	1	1	3	2	0	2
ENSG00000212542.1	chr22	31305404	31305512	+	109	0	0	0	0	0	0
ENSG00000100105.17	chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22	31325804;31325809;31325809;31328787;31328787;31335418;31335692;31335692;31335692;31340677;31340677;31342897;31342897;31342897;31342897;31342897;31342897;31344332;31344332;31344332;31344332	31327309;31327309;31327309;31328924;31328859;31335863;31335863;31335863;31335863;31341683;31341683;31342960;31342960;31342960;31343285;31343591;31342960;31346232;31346232;31346232;31345776	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5693	72	74	61	191	116	136
ENSG00000213888.3	chr22;chr22	31346777;31346886	31348719;31347406	+;+	1943	12	14	13	8	9	6
ENSG00000206615.1	chr22	31388733	31388837	-	105	0	0	0	0	0	0
